THU,CSE-31,C25-A-311,DAA,C25-A-311,CN,EE,---,X,---,X,X,---,X,---,X,---,X,X
FRI,CSE-31,C25-A-301,SE,C25-A-301,DAA,EE,---,X,---,X,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-32,C25-A-209,DAA,C25-A-209,SE,EE,---,X,---,X,X,---,X,---,X,---,X,X
TUE,CSE-32,C25-A-308,CN,C25-A-203(L),DAA(L),DAA(L),C25-A-109,EE,C25-A-109,DAA,X,---,X,C25-A-201,SE,---,X,X
WED,CSE-32,---,X,C25-A-311,CN,SE,---,X,---,X,X,---,X,---,X,---,X,X
THU,CSE-32,C25-A-116,SE,C25-A-103(L),CN(L),CN(L),---,X,---,X,X,---,X,---,X,---,X,X
FRI,CSE-32,C25-A-306,CN,C25-A-306,DAA,EE,---,X,---,X,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-33,C25-A-210,DAA,C25-A-210,SE,EE,---,X,---,X,X,---,X,---,X,---,X,X
